ID,Frame Name,Cycle Time [ms],Launch Type,Launch Parameter,Signal Byte No.,Signal Bit No.,Signal Name,Signal Function,Signal Length [Bit],Signal Default, Signal Not Available,Byteorder,is signed,FC,C,Name / Phys. Range,Function / Increment Unit,Value,frame.,signal. 
307h,FC_307,100,Cyclic,,61,0,ACC_LLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,0,ACC_LLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,0,ACC_LLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,0,ACC_LLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,3,ACC_LLLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,3,ACC_LLLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,3,ACC_LLLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,3,ACC_LLLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,3,ACC_LLLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,3,ACC_LLLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,3,ACC_LLLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,3,ACC_LLLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,6,ACC_RLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,6,ACC_RLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,6,ACC_RLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,6,ACC_RLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,6,ACC_RLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,6,ACC_RLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,6,ACC_RLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,61,6,ACC_RLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,62,1,ACC_RRLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,62,1,ACC_RRLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,62,1,ACC_RRLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,62,1,ACC_RRLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,62,1,ACC_RRLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,62,1,ACC_RRLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,62,1,ACC_RRLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,62,1,ACC_RRLanecolor,,3,0, ,m,u,s,,0..7,,"0: Not Detected, 1: white, 2: yellow, 3: white plus yellow, 4: unknown, 5: reserved, 6: reserved, 7: Invalid",,
307h,FC_307,100,Cyclic,,7,0,AD_LatDeviationDis,,3,0, ,m,u,s,,0..7,,"0: idle, 1: 0.1-0.5, 6: Reserved",,
307h,FC_307,100,Cyclic,,7,0,AD_LatDeviationDis,,3,0, ,m,u,s,,0..7,,"0: idle, 1: 0.1-0.5, 6: Reserved",,
307h,FC_307,100,Cyclic,,7,0,AD_LatDeviationDis,,3,0, ,m,u,s,,0..7,,"0: idle, 1: 0.1-0.5, 6: Reserved",,
307h,FC_307,100,Cyclic,,7,4,ACC_RollingCounter_35E,,4,0, ,m,u,s,,0..15,,,,
307h,FC_307,100,Cyclic,,8,0,ACC_CRCCheck_35E,,8,0, ,m,u,s,,0..255,,,,
307h,FC_307,100,Cyclic,,9,0,ACC_ACCTargetLngRange,¸ºÊý´ú±íÏòºó£¬ÕýÊý´ú±íÏòÇ°£¬Ô­µãÎªÇ°À×´ï²¨Êø·¢ÉäÃæ ,9,185.5, ,m,u,s,,-70..180,0.5  m,"0: -70~180, 501: reserved, 511: no display",,
307h,FC_307,100,Cyclic,,9,0,ACC_ACCTargetLngRange,¸ºÊý´ú±íÏòºó£¬ÕýÊý´ú±íÏòÇ°£¬Ô­µãÎªÇ°À×´ï²¨Êø·¢ÉäÃæ ,9,185.5, ,m,u,s,,-70..180,0.5  m,"0: -70~180, 501: reserved, 511: no display",,
307h,FC_307,100,Cyclic,,9,0,ACC_ACCTargetLngRange,¸ºÊý´ú±íÏòºó£¬ÕýÊý´ú±íÏòÇ°£¬Ô­µãÎªÇ°À×´ï²¨Êø·¢ÉäÃæ ,9,185.5, ,m,u,s,,-70..180,0.5  m,"0: -70~180, 501: reserved, 511: no display",,
307h,FC_307,100,Cyclic,,10,1,ACC_ACCTargetType,,4,0, ,m,u,s,,0..15,,"0: no display, 1: sedan, 2: motorcycle, 3: pedestrian, 4: Bicycle, 5: Bus, 6: van, 7: truck, 8: reserved, 15: other",,
307h,FC_307,100,Cyclic,,10,1,ACC_ACCTargetType,,4,0, ,m,u,s,,0..15,,"0: no display, 1: sedan, 2: motorcycle, 3: pedestrian, 4: Bicycle, 5: Bus, 6: van, 7: truck, 8: reserved, 15: other",,
307h,FC_307,100,Cyclic,,10,1,ACC_ACCTargetType,,4,0, ,m,u,s,,0..15,,"0: no display, 1: sedan, 2: motorcycle, 3: pedestrian, 4: Bicycle, 5: Bus, 6: van, 7: truck, 8: reserved, 15: other",,
307h,FC_307,100,Cyclic,,10,1,ACC_ACCTargetType,,4,0, ,m,u,s,,0..15,,"0: no display, 1: sedan, 2: motorcycle, 3: pedestrian, 4: Bicycle, 5: Bus, 6: van, 7: truck, 8: reserved, 15: other",,
307h,FC_307,100,Cyclic,,10,1,ACC_ACCTargetType,,4,0, ,m,u,s,,0..15,,"0: no display, 1: sedan, 2: motorcycle, 3: pedestrian, 4: Bicycle, 5: Bus, 6: van, 7: truck, 8: reserved, 15: other",,
307h,FC_307,100,Cyclic,,10,1,ACC_ACCTargetType,,4,0, ,m,u,s,,0..15,,"0: no display, 1: sedan, 2: motorcycle, 3: pedestrian, 4: Bicycle, 5: Bus, 6: van, 7: truck, 8: reserved, 15: other",,
307h,FC_307,100,Cyclic,,10,1,ACC_ACCTargetType,,4,0, ,m,u,s,,0..15,,"0: no display, 1: sedan, 2: motorcycle, 3: pedestrian, 4: Bicycle, 5: Bus, 6: van, 7: truck, 8: reserved, 15: other",,
307h,FC_307,100,Cyclic,,10,1,ACC_ACCTargetType,,4,0, ,m,u,s,,0..15,,"0: no display, 1: sedan, 2: motorcycle, 3: pedestrian, 4: Bicycle, 5: Bus, 6: van, 7: truck, 8: reserved, 15: other",,
307h,FC_307,100,Cyclic,,10,1,ACC_ACCTargetType,,4,0, ,m,u,s,,0..15,,"0: no display, 1: sedan, 2: motorcycle, 3: pedestrian, 4: Bicycle, 5: Bus, 6: van, 7: truck, 8: reserved, 15: other",,
307h,FC_307,100,Cyclic,,10,1,ACC_ACCTargetType,,4,0, ,m,u,s,,0..15,,"0: no display, 1: sedan, 2: motorcycle, 3: pedestrian, 4: Bicycle, 5: Bus, 6: van, 7: truck, 8: reserved, 15: other",,
307h,FC_307,100,Cyclic,,10,5,ACC_DistanceAlertLevel,,3,0, ,m,u,s,,0..7,,"0: no display, 1:  Level 1, 2: Level 2, 3:  Level 3, 4:  reverved, 5:  reverved, 6:  reverved, 7:  reverved",,
307h,FC_307,100,Cyclic,,10,5,ACC_DistanceAlertLevel,,3,0, ,m,u,s,,0..7,,"0: no display, 1:  Level 1, 2: Level 2, 3:  Level 3, 4:  reverved, 5:  reverved, 6:  reverved, 7:  reverved",,
307h,FC_307,100,Cyclic,,10,5,ACC_DistanceAlertLevel,,3,0, ,m,u,s,,0..7,,"0: no display, 1:  Level 1, 2: Level 2, 3:  Level 3, 4:  reverved, 5:  reverved, 6:  reverved, 7:  reverved",,
307h,FC_307,100,Cyclic,,10,5,ACC_DistanceAlertLevel,,3,0, ,m,u,s,,0..7,,"0: no display, 1:  Level 1, 2: Level 2, 3:  Level 3, 4:  reverved, 5:  reverved, 6:  reverved, 7:  reverved",,
307h,FC_307,100,Cyclic,,10,5,ACC_DistanceAlertLevel,,3,0, ,m,u,s,,0..7,,"0: no display, 1:  Level 1, 2: Level 2, 3:  Level 3, 4:  reverved, 5:  reverved, 6:  reverved, 7:  reverved",,
307h,FC_307,100,Cyclic,,10,5,ACC_DistanceAlertLevel,,3,0, ,m,u,s,,0..7,,"0: no display, 1:  Level 1, 2: Level 2, 3:  Level 3, 4:  reverved, 5:  reverved, 6:  reverved, 7:  reverved",,
307h,FC_307,100,Cyclic,,10,5,ACC_DistanceAlertLevel,,3,0, ,m,u,s,,0..7,,"0: no display, 1:  Level 1, 2: Level 2, 3:  Level 3, 4:  reverved, 5:  reverved, 6:  reverved, 7:  reverved",,
307h,FC_307,100,Cyclic,,10,5,ACC_DistanceAlertLevel,,3,0, ,m,u,s,,0..7,,"0: no display, 1:  Level 1, 2: Level 2, 3:  Level 3, 4:  reverved, 5:  reverved, 6:  reverved, 7:  reverved",,
307h,FC_307,100,Cyclic,,11,0,ACC_HostTargetDetection,,3,0, ,m,u,s,,0..7,,"0: not dectected, 1: IP display, 2: Front target, 3: IACC target, 4: AEB target, 5: dangerous target£¨ELK¡¢UDLC¡¢RCW, etc£©, 6: reserved",,
307h,FC_307,100,Cyclic,,11,0,ACC_HostTargetDetection,,3,0, ,m,u,s,,0..7,,"0: not dectected, 1: IP display, 2: Front target, 3: IACC target, 4: AEB target, 5: dangerous target£¨ELK¡¢UDLC¡¢RCW, etc£©, 6: reserved",,
307h,FC_307,100,Cyclic,,11,0,ACC_HostTargetDetection,,3,0, ,m,u,s,,0..7,,"0: not dectected, 1: IP display, 2: Front target, 3: IACC target, 4: AEB target, 5: dangerous target£¨ELK¡¢UDLC¡¢RCW, etc£©, 6: reserved",,
307h,FC_307,100,Cyclic,,11,0,ACC_HostTargetDetection,,3,0, ,m,u,s,,0..7,,"0: not dectected, 1: IP display, 2: Front target, 3: IACC target, 4: AEB target, 5: dangerous target£¨ELK¡¢UDLC¡¢RCW, etc£©, 6: reserved",,
307h,FC_307,100,Cyclic,,11,0,ACC_HostTargetDetection,,3,0, ,m,u,s,,0..7,,"0: not dectected, 1: IP display, 2: Front target, 3: IACC target, 4: AEB target, 5: dangerous target£¨ELK¡¢UDLC¡¢RCW, etc£©, 6: reserved",,
307h,FC_307,100,Cyclic,,11,0,ACC_HostTargetDetection,,3,0, ,m,u,s,,0..7,,"0: not dectected, 1: IP display, 2: Front target, 3: IACC target, 4: AEB target, 5: dangerous target£¨ELK¡¢UDLC¡¢RCW, etc£©, 6: reserved",,
307h,FC_307,100,Cyclic,,11,0,ACC_HostTargetDetection,,3,0, ,m,u,s,,0..7,,"0: not dectected, 1: IP display, 2: Front target, 3: IACC target, 4: AEB target, 5: dangerous target£¨ELK¡¢UDLC¡¢RCW, etc£©, 6: reserved",,
307h,FC_307,100,Cyclic,,12,1,ACC_FRadarCalibrationStatus,,2,0, ,m,u,s,,0..3,,"0:  Calibration is ok, 1:  Calibration In Process, 2:  Calibration never done, 3:   Calibration Failed",,
307h,FC_307,100,Cyclic,,12,1,ACC_FRadarCalibrationStatus,,2,0, ,m,u,s,,0..3,,"0:  Calibration is ok, 1:  Calibration In Process, 2:  Calibration never done, 3:   Calibration Failed",,
307h,FC_307,100,Cyclic,,12,1,ACC_FRadarCalibrationStatus,,2,0, ,m,u,s,,0..3,,"0:  Calibration is ok, 1:  Calibration In Process, 2:  Calibration never done, 3:   Calibration Failed",,
307h,FC_307,100,Cyclic,,12,1,ACC_FRadarCalibrationStatus,,2,0, ,m,u,s,,0..3,,"0:  Calibration is ok, 1:  Calibration In Process, 2:  Calibration never done, 3:   Calibration Failed",,
307h,FC_307,100,Cyclic,,12,3,ACC_ACCTargetRelSpd, ,9,0, ,m,u,s,,-250..250,km/h,"0: , 501: ",,
307h,FC_307,100,Cyclic,,12,3,ACC_ACCTargetRelSpd, ,9,0, ,m,u,s,,-250..250,km/h,"0: , 501: ",,
30Ch,FC_30C,100,Cyclic,,1,0,LAS_ResetSts,,3,0, ,m,u,s,,0..7,,"0: Valid, 1: GWÇëÇó¸´Î», 2: ×ÔÉíÅÐ¶Ï¸´Î», 3: ²»Âú×ã¸´Î»Ìõ¼þ, 4: Reserve, 7: Invalid",,
30Ch,FC_30C,100,Cyclic,,1,0,LAS_ResetSts,,3,0, ,m,u,s,,0..7,,"0: Valid, 1: GWÇëÇó¸´Î», 2: ×ÔÉíÅÐ¶Ï¸´Î», 3: ²»Âú×ã¸´Î»Ìõ¼þ, 4: Reserve, 7: Invalid",,
30Ch,FC_30C,100,Cyclic,,1,0,LAS_ResetSts,,3,0, ,m,u,s,,0..7,,"0: Valid, 1: GWÇëÇó¸´Î», 2: ×ÔÉíÅÐ¶Ï¸´Î», 3: ²»Âú×ã¸´Î»Ìõ¼þ, 4: Reserve, 7: Invalid",,
30Ch,FC_30C,100,Cyclic,,1,0,LAS_ResetSts,,3,0, ,m,u,s,,0..7,,"0: Valid, 1: GWÇëÇó¸´Î», 2: ×ÔÉíÅÐ¶Ï¸´Î», 3: ²»Âú×ã¸´Î»Ìõ¼þ, 4: Reserve, 7: Invalid",,
30Ch,FC_30C,100,Cyclic,,1,0,LAS_ResetSts,,3,0, ,m,u,s,,0..7,,"0: Valid, 1: GWÇëÇó¸´Î», 2: ×ÔÉíÅÐ¶Ï¸´Î», 3: ²»Âú×ã¸´Î»Ìõ¼þ, 4: Reserve, 7: Invalid",,
30Ch,FC_30C,100,Cyclic,,1,0,LAS_ResetSts,,3,0, ,m,u,s,,0..7,,"0: Valid, 1: GWÇëÇó¸´Î», 2: ×ÔÉíÅÐ¶Ï¸´Î», 3: ²»Âú×ã¸´Î»Ìõ¼þ, 4: Reserve, 7: Invalid",,
310h,GW_310,100,Cyclic,,5,0,AMP_IPEnableAlarmFailureStatus,,1,0, ,m,u,r,,0..1,,"0: No Failure, 1: Failure",,
310h,GW_310,100,Cyclic,,5,0,AMP_IPEnableAlarmFailureStatus,,1,0, ,m,u,r,,0..1,,"0: No Failure, 1: Failure",,
310h,GW_310,100,Cyclic,,5,1,AMP_AllAlarmFailureStatus,,1,0, ,m,u,r,,0..1,,"0: No Failure, 1: Failure",,
310h,GW_310,100,Cyclic,,5,1,AMP_AllAlarmFailureStatus,,1,0, ,m,u,r,,0..1,,"0: No Failure, 1: Failure",,
312h,FC_312,100,Cyclic,,1,1,ACC_ACCTargetID,,4,15, ,m,u,s,,0..15,,"0: 1-15, 15: no target",,
312h,FC_312,100,Cyclic,,1,1,ACC_ACCTargetID,,4,15, ,m,u,s,,0..15,,"0: 1-15, 15: no target",,
312h,FC_312,100,Cyclic,,1,6,ACC_FLTarget1ID,,4,15, ,m,u,s,,0..15,,"0: 1-15, 15: no target",,
312h,FC_312,100,Cyclic,,1,6,ACC_FLTarget1ID,,4,15, ,m,u,s,,0..15,,"0: 1-15, 15: no target",,
312h,FC_312,100,Cyclic,,14,3,ADS_NDANavEnableStatus, ,1,0, ,m,u,s,,0..1,,"0: OFF, 1: ON",,
312h,FC_312,100,Cyclic,,14,3,ADS_NDANavEnableStatus, ,1,0, ,m,u,s,,0..1,,"0: OFF, 1: ON",,
312h,FC_312,100,Cyclic,,14,4,ADS_NDAAudioWarEnableStatus, ,1,0, ,m,u,s,,0..1,,"0: OFF, 1: ON",,
312h,FC_312,100,Cyclic,,14,4,ADS_NDAAudioWarEnableStatus, ,1,0, ,m,u,s,,0..1,,"0: OFF, 1: ON",,
312h,FC_312,100,Cyclic,,14,5,ADS_NDAEnableStatus, ,1,0, ,m,u,s,,0..1,,"0: OFF, 1: ON",,
312h,FC_312,100,Cyclic,,14,5,ADS_NDAEnableStatus, ,1,0, ,m,u,s,,0..1,,"0: OFF, 1: ON",,
312h,FC_312,100,Cyclic,,2,2,ACC_Selflearning_status, ,2,0, ,m,u,s,,0..3,,"0: int, 1: earning, 2: completed, 3: rsvrd",,
312h,FC_312,100,Cyclic,,2,2,ACC_Selflearning_status, ,2,0, ,m,u,s,,0..3,,"0: int, 1: earning, 2: completed, 3: rsvrd",,
312h,FC_312,100,Cyclic,,2,2,ACC_Selflearning_status, ,2,0, ,m,u,s,,0..3,,"0: int, 1: earning, 2: completed, 3: rsvrd",,
312h,FC_312,100,Cyclic,,2,2,ACC_Selflearning_status, ,2,0, ,m,u,s,,0..3,,"0: int, 1: earning, 2: completed, 3: rsvrd",,
312h,FC_312,100,Cyclic,,14,6,ADS_ALCDirection, ,2,0, ,m,u,s,,0..3,,"0: Invalid, 1: LaneChangeToLeft, 2: LaneChangeToRight, 3: Reserved",,
312h,FC_312,100,Cyclic,,14,6,ADS_ALCDirection, ,2,0, ,m,u,s,,0..3,,"0: Invalid, 1: LaneChangeToLeft, 2: LaneChangeToRight, 3: Reserved",,
312h,FC_312,100,Cyclic,,14,6,ADS_ALCDirection, ,2,0, ,m,u,s,,0..3,,"0: Invalid, 1: LaneChangeToLeft, 2: LaneChangeToRight, 3: Reserved",,
312h,FC_312,100,Cyclic,,14,6,ADS_ALCDirection, ,2,0, ,m,u,s,,0..3,,"0: Invalid, 1: LaneChangeToLeft, 2: LaneChangeToRight, 3: Reserved",,
312h,FC_312,100,Cyclic,,15,0,ADS_ALCTextInfoForDriver, ,4,0, ,m,u,s,,0..15,,"0: No Display, 1: LaneChangeToLeftForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«Ïò×ó»»µÀ, 2: LaneChangeToRightForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«ÏòÓÒ»»µÀ, 3: LaneChangeForQuickRoad,¼´½«»ãÈëÖ÷Â·, 4: LaneChangeToLeft¼´½«Ïò×ó»»µÀ, 5: LaneChangeToRight¼´½«ÏòÓÒ»»µÀ, 6: LaneChangeToLeftForSurpassTheCar,¼´½«Ïò×ó³¬³µ, 7: LaneChangeToRightForSurpassTheCar,¼´½«ÏòÓÒ³¬³µ, 8: Reserved",,
312h,FC_312,100,Cyclic,,15,0,ADS_ALCTextInfoForDriver, ,4,0, ,m,u,s,,0..15,,"0: No Display, 1: LaneChangeToLeftForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«Ïò×ó»»µÀ, 2: LaneChangeToRightForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«ÏòÓÒ»»µÀ, 3: LaneChangeForQuickRoad,¼´½«»ãÈëÖ÷Â·, 4: LaneChangeToLeft¼´½«Ïò×ó»»µÀ, 5: LaneChangeToRight¼´½«ÏòÓÒ»»µÀ, 6: LaneChangeToLeftForSurpassTheCar,¼´½«Ïò×ó³¬³µ, 7: LaneChangeToRightForSurpassTheCar,¼´½«ÏòÓÒ³¬³µ, 8: Reserved",,
312h,FC_312,100,Cyclic,,15,0,ADS_ALCTextInfoForDriver, ,4,0, ,m,u,s,,0..15,,"0: No Display, 1: LaneChangeToLeftForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«Ïò×ó»»µÀ, 2: LaneChangeToRightForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«ÏòÓÒ»»µÀ, 3: LaneChangeForQuickRoad,¼´½«»ãÈëÖ÷Â·, 4: LaneChangeToLeft¼´½«Ïò×ó»»µÀ, 5: LaneChangeToRight¼´½«ÏòÓÒ»»µÀ, 6: LaneChangeToLeftForSurpassTheCar,¼´½«Ïò×ó³¬³µ, 7: LaneChangeToRightForSurpassTheCar,¼´½«ÏòÓÒ³¬³µ, 8: Reserved",,
312h,FC_312,100,Cyclic,,15,0,ADS_ALCTextInfoForDriver, ,4,0, ,m,u,s,,0..15,,"0: No Display, 1: LaneChangeToLeftForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«Ïò×ó»»µÀ, 2: LaneChangeToRightForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«ÏòÓÒ»»µÀ, 3: LaneChangeForQuickRoad,¼´½«»ãÈëÖ÷Â·, 4: LaneChangeToLeft¼´½«Ïò×ó»»µÀ, 5: LaneChangeToRight¼´½«ÏòÓÒ»»µÀ, 6: LaneChangeToLeftForSurpassTheCar,¼´½«Ïò×ó³¬³µ, 7: LaneChangeToRightForSurpassTheCar,¼´½«ÏòÓÒ³¬³µ, 8: Reserved",,
312h,FC_312,100,Cyclic,,15,0,ADS_ALCTextInfoForDriver, ,4,0, ,m,u,s,,0..15,,"0: No Display, 1: LaneChangeToLeftForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«Ïò×ó»»µÀ, 2: LaneChangeToRightForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«ÏòÓÒ»»µÀ, 3: LaneChangeForQuickRoad,¼´½«»ãÈëÖ÷Â·, 4: LaneChangeToLeft¼´½«Ïò×ó»»µÀ, 5: LaneChangeToRight¼´½«ÏòÓÒ»»µÀ, 6: LaneChangeToLeftForSurpassTheCar,¼´½«Ïò×ó³¬³µ, 7: LaneChangeToRightForSurpassTheCar,¼´½«ÏòÓÒ³¬³µ, 8: Reserved",,
312h,FC_312,100,Cyclic,,15,0,ADS_ALCTextInfoForDriver, ,4,0, ,m,u,s,,0..15,,"0: No Display, 1: LaneChangeToLeftForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«Ïò×ó»»µÀ, 2: LaneChangeToRightForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«ÏòÓÒ»»µÀ, 3: LaneChangeForQuickRoad,¼´½«»ãÈëÖ÷Â·, 4: LaneChangeToLeft¼´½«Ïò×ó»»µÀ, 5: LaneChangeToRight¼´½«ÏòÓÒ»»µÀ, 6: LaneChangeToLeftForSurpassTheCar,¼´½«Ïò×ó³¬³µ, 7: LaneChangeToRightForSurpassTheCar,¼´½«ÏòÓÒ³¬³µ, 8: Reserved",,
312h,FC_312,100,Cyclic,,15,0,ADS_ALCTextInfoForDriver, ,4,0, ,m,u,s,,0..15,,"0: No Display, 1: LaneChangeToLeftForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«Ïò×ó»»µÀ, 2: LaneChangeToRightForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«ÏòÓÒ»»µÀ, 3: LaneChangeForQuickRoad,¼´½«»ãÈëÖ÷Â·, 4: LaneChangeToLeft¼´½«Ïò×ó»»µÀ, 5: LaneChangeToRight¼´½«ÏòÓÒ»»µÀ, 6: LaneChangeToLeftForSurpassTheCar,¼´½«Ïò×ó³¬³µ, 7: LaneChangeToRightForSurpassTheCar,¼´½«ÏòÓÒ³¬³µ, 8: Reserved",,
312h,FC_312,100,Cyclic,,15,0,ADS_ALCTextInfoForDriver, ,4,0, ,m,u,s,,0..15,,"0: No Display, 1: LaneChangeToLeftForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«Ïò×ó»»µÀ, 2: LaneChangeToRightForPathThroughRampÇ°·½½Ó½üÔÑµÀ£¬¼´½«ÏòÓÒ»»µÀ, 3: LaneChangeForQuickRoad,¼´½«»ãÈëÖ÷Â·, 4: LaneChangeToLeft¼´½«Ïò×ó»»µÀ, 5: LaneChangeToRight¼´½«ÏòÓÒ»»µÀ, 6: LaneChangeToLeftForSurpassTheCar,¼´½«Ïò×ó³¬³µ, 7: LaneChangeToRightForSurpassTheCar,¼´½«ÏòÓÒ³¬³µ, 8: Reserved",,
